Recipe_name,Cuisine_type,Diet_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,estimated_weigth(g)
Vegan Kale and Black Sesame Sushi Bowl,japanese,vegan,33.12,258.51,45.52,2022-10-16,20:07:59,337.15
Vegan Kale and White Bean Korma,american,vegan,110.61,344.48,46.11,2022-10-16,20:07:05,501.2
"Vegan Keto Buffalo Jackfruit Dip (soy-free, dairy-free, coconut-free)",american,keto,26.97,171.28,102.15,2022-10-16,18:08:58,300.4
Vegan Keto Lemon Fat Bombs,american,keto,6.06,24.7,109.39,2022-10-16,18:02:51,140.15
Vegan Keto Shortbread Pie Crust recipes,american,keto,16.55,53.02,125.8,2022-10-16,18:05:26,195.37
Vegan Keto Spaghetti Squash (Happy Thanksgiving!) recipes,american,keto,4.32,40.55,30.4,2022-10-16,18:07:16,75.27
Vegan Keto Tangy Coconut Soup,american,keto,135.31,231.2,911.26,2022-10-16,18:04:59,1277.77
Vegan Keto-Friendly Thai Yellow Curry,south east asian,keto,72.13,329.13,173.05,2022-10-16,18:05:26,574.31
Vegan Kimchi,american,vegan,104.24,539.25,14.78,2022-10-16,20:03:44,658.27
Vegan Lasagna,american,vegan,140.30666666666664,342.2,80.95,2022-10-16,20:02:35,563.46
Vegan Lasagna alla Bolognese Recipe,italian,vegan,72.92,373.65,54.98,2022-10-16,20:03:17,501.55
Vegan Lasagna recipes,american,vegan,141.85,361.97,150.89,2022-10-16,20:04:50,654.71
Vegan Lasagna with Roasted Vegetables,american,vegan,163.88,380.69,90.7,2022-10-16,20:06:18,635.27
Vegan Lemon Asparagus Risotto,american,vegan,54.8,225.11,31.22,2022-10-16,20:05:11,311.13
Vegan Lemon Cake,american,vegan,27.09,473.21,76.49,2022-10-16,20:04:04,576.79
Vegan Lemon Fettuccine Alfredo,american,vegan,85.42,292.08,91.47,2022-10-16,20:05:31,468.97
Vegan Lemon Vanilla Cupcakes with Lemon Buttercream Frosting,american,vegan,27.77,619.26,207.28,2022-10-16,20:03:03,854.31
Vegan Lemon-Dill Cashew Dip,american,vegan,57.76,99.83,193.27,2022-10-16,20:06:38,350.86
Vegan Lentil Bolognese with Cashew Parmesan,american,vegan,142.235,513.385,71.735,2022-10-16,20:06:59,727.36
Vegan Lentil Burgers,american,vegan,84.93,331.31,43.1,2022-10-16,20:03:10,459.34
Vegan Lentil Shepherd’s Pie With Parsnip And And Potato Mash,american,vegan,123.18,591.98,66.46,2022-10-16,20:08:33,781.62
Vegan Lentil Soup,american,vegan,62.9,181.19,31.82,2022-10-16,20:04:30,275.91
Vegan Lentil Soup Recipe,american,vegan,117.97,329.04,33.72,2022-10-16,20:04:57,480.73
Vegan Mac & Cheese,american,vegan,85.38,300.79,83.5,2022-10-16,20:04:24,469.67
Vegan Mac and Cheese recipes,american,vegan,166.81,444.38,25.66,2022-10-16,20:03:03,636.85
Vegan Macaroni Salad,american,vegan,34.196666666666665,175.19666666666663,58.46,2022-10-16,20:02:42,267.85
Vegan Macaroni and Cheese recipes,american,vegan,193.15,523.06,199.57,2022-10-16,20:06:18,915.78
Vegan Mango Lassi recipes,world,vegan,5.81,155.67,10.77,2022-10-16,20:05:11,172.25
Vegan Mapo Tofu,american,vegan,52.07,60.56,56.37,2022-10-16,20:04:10,169.0
Vegan Masa,american,vegan,99.13,891.96,223.08,2022-10-16,20:03:44,1214.17
Vegan Mashed Potatoes,american,vegan,11.66,96.4,54.73,2022-10-16,20:04:24,162.79
Vegan Mayonnaise,american,vegan,22.97,25.13,106.85,2022-10-16,20:03:50,154.95
Vegan Mayonnaise Recipe,american,vegan,9.89,4.19,341.1,2022-10-16,20:03:57,355.18
Vegan Mayonnaise recipes,american,vegan,2.4,16.16,82.56,2022-10-16,20:04:17,101.12
Vegan Meatball Bahn Mi,american,vegan,315.67,284.3,149.4,2022-10-16,20:13:27,749.37
Vegan Meatballs,american,vegan,58.47,234.425,69.38499999999999,2022-10-16,20:02:35,362.28
Vegan Mediterranean Pita Pockets,american,dash,120.28,197.28,115.53,2022-10-16,20:38:07,433.09
Vegan Mediterranean Pita Pockets,american,mediterranean,120.28,197.28,115.53,2022-10-16,16:45:04,433.09
Vegan Mediterranean Pita Pockets,american,vegan,120.28,197.28,115.53,2022-10-16,20:05:24,433.09
Vegan Meringues,american,vegan,29.98,240.24,11.78,2022-10-16,20:03:37,282.0
Vegan Meyer Lemon Poppyseed Shortbread,american,vegan,37.78,425.18,271.62,2022-10-16,20:02:49,734.58
Vegan Mint Chip Ice Cream,american,vegan,39.05,157.15,134.2,2022-10-16,20:06:11,330.4
Vegan Mint Chip Ice Cream Recipe,american,vegan,28.89,288.27,249.93,2022-10-16,20:06:52,567.09
Vegan Misir Wot Pierogi,central europe,vegan,168.87,870.67,50.77,2022-10-16,20:03:17,1090.31
Vegan Miso Pesto,american,vegan,10.76,16.9,79.51,2022-10-16,20:04:24,107.17
Vegan Mixed Berry Panna Cotta,american,vegan,14.9,111.97,50.97,2022-10-16,20:05:51,177.84
Vegan Mocha Latte,american,vegan,5.27,17.74,43.43,2022-10-16,20:13:13,66.44
Vegan Mocha Mousse Recipe,american,vegan,75.54,201.64,83.46,2022-10-16,20:04:50,360.64
Vegan Moroccan Harira recipes,middle eastern,vegan,127.16,430.33,43.33,2022-10-16,20:05:31,600.82
"Vegan Mushroom ""Jerky"" (Slow-Roasted Mushroom Strips)",american,vegan,6.67,32.45,14.0,2022-10-16,20:07:53,53.12
Vegan Mushroom Bolognese,american,vegan,57.26,229.43,36.96,2022-10-16,20:02:49,323.65
Vegan Mushroom Gravy,american,vegan,10.93,37.1,41.71,2022-10-16,20:04:04,89.74
Vegan Mushroom Gravy recipes,american,vegan,17.32,106.32,57.73,2022-10-16,20:05:24,181.37
Vegan Mushroom Stroganoff,american,vegan,50.67,221.8,68.92,2022-10-16,20:02:49,341.39
Vegan Mushroom Tea Sandwiches,american,vegan,36.74,127.18,60.04,2022-10-16,20:02:29,223.96
Vegan Nachos,american,dash,119.72,312.06,136.44,2022-10-16,20:36:59,568.22
Vegan Nachos,american,vegan,96.38499999999999,289.22,151.54,2022-10-16,20:02:29,537.14
Vegan Nectarine Ice Cream,american,vegan,12.36,151.54,97.35,2022-10-16,20:05:11,261.25
Vegan Noodle Kugel recipes,asian,vegan,60.29,469.33,108.76,2022-10-16,20:13:34,638.38
Vegan Olive Oil Cake,american,vegan,36.09,492.72,221.5,2022-10-16,20:05:04,750.31
Vegan Olive Oil Cake (adapted from Maialino's Olive Oil Cake),american,vegan,59.98,595.67,315.33,2022-10-16,20:08:40,970.98
Vegan Olive Oil Cake w/Candied Rosemary,american,vegan,39.73,686.82,352.54,2022-10-16,20:07:46,1079.09
Vegan Pad Thai,south east asian,vegan,123.43,287.59,133.03,2022-10-16,20:04:44,544.05
Vegan Pad Thai with Tofu,asian,vegan,66.38,195.01,63.49,2022-10-16,20:05:44,324.88
Vegan Palak Paneer,indian,vegan,69.07,87.68,64.8,2022-10-16,20:04:50,221.55
"Vegan Paleo Blueberry Muffins {Grain Free, Gluten Free}",american,paleo,24.39,145.01,97.33,2022-10-16,17:23:19,266.73
Vegan Paleo Chocolate Mousse,american,paleo,16.72,192.81,79.34,2022-10-16,17:30:41,288.87
Vegan Parmesan-Crusted Cauliflower Wings,american,vegan,56.28,65.62,90.77,2022-10-16,20:13:34,212.67
Vegan Pasta Alfredo With Two Stroganoff Variations,american,vegan,70.53,254.29,34.09,2022-10-16,20:07:19,358.91
Vegan Pasta Pie,american,vegan,71.56,310.5,39.6,2022-10-16,20:02:56,421.66
Vegan Pav-Bhaji,american,vegan,17.71,99.41,32.22,2022-10-16,20:02:56,149.34
Vegan Peach Cobbler,american,vegan,75.12,622.73,68.91,2022-10-16,20:04:44,766.76
Vegan Peach Crumble Coffee Cake,american,vegan,34.97,392.01,164.88,2022-10-16,20:06:52,591.86
Vegan Peach Ice Scream,american,vegan,13.42,177.68,9.47,2022-10-16,20:05:11,200.57
"Vegan Peanut, Sweet Potato, and Kale Soup With Coconut Recipe",american,vegan,102.57,257.64,466.14,2022-10-16,20:08:47,826.35
Vegan Pear Tart,american,vegan,28.5,296.05,112.24,2022-10-16,20:04:37,436.79
Vegan Pecan Crusted Toffee Bites,american,vegan,55.15,401.71,518.46,2022-10-16,20:13:20,975.32
Vegan Pecan Pie,american,vegan,39.45,316.43,215.21,2022-10-16,20:13:20,571.09
Vegan Penne Vodka,american,vegan,86.64,434.2,76.53,2022-10-16,20:04:37,597.37
Vegan Peppermint Patties,american,vegan,14.54,544.16,129.8,2022-10-16,20:13:20,688.5
Vegan Pesto,american,vegan,15.28,24.1,75.12,2022-10-16,20:03:44,114.5
Vegan Pesto Spaghetti Squash with Mushrooms & Sun-Dried Tomatoes,american,vegan,30.43,110.1,81.2,2022-10-16,20:08:13,221.73
Vegan Pie Crust,american,vegan,14.53,107.31,78.16,2022-10-16,20:02:35,200.0
Vegan Pigs in a Blanket,american,vegan,25.87,26.58,72.29,2022-10-16,20:13:07,124.74
Vegan Pinto Bean Chili,american,vegan,381.55,1264.46,37.23,2022-10-16,20:05:44,1683.24
Vegan Pizza,american,vegan,35.92,223.73,71.83,2022-10-16,20:02:56,331.48
Vegan Pizza Snacks,american,vegan,85.06,73.15,89.7,2022-10-16,20:13:20,247.91
Vegan Portobello Muffuletta,american,vegan,47.7,190.91,70.41,2022-10-16,20:04:37,309.02
Vegan Portobello Muffuletta recipes,american,vegan,47.45,189.36,70.33,2022-10-16,20:05:51,307.14
Vegan Portobello and Peach Burger,american,vegan,79.96,381.1,254.75,2022-10-16,20:06:25,715.81
Vegan Potato Salad,american,vegan,20.77,129.36,26.85,2022-10-16,20:02:42,176.98
Vegan Potato Soup,american,vegan,79.69,262.1,130.71,2022-10-16,20:04:24,472.5
"Vegan Potato, Pepper and Olive Phyllo Cups",mediterranean,vegan,65.91,373.92,94.34,2022-10-16,20:07:39,534.17
Vegan Pots de Crème,american,vegan,45.25,106.45,98.01,2022-10-16,20:02:29,249.71
Vegan Pulled Mushroom BBQ Sandwiches,american,vegan,50.04,300.89,48.65,2022-10-16,20:05:51,399.58
Vegan Pumpkin Bread,american,vegan,43.54,417.73,112.34,2022-10-16,20:04:30,573.61
Vegan Pumpkin Chili,american,vegan,61.67,276.87,37.83,2022-10-16,20:04:44,376.37
Vegan Pumpkin Pecan Pie recipes,american,vegan,86.485,468.11,304.725,2022-10-16,20:06:45,859.32
Vegan Pumpkin Pie,american,vegan,43.724999999999994,358.25,236.05,2022-10-16,20:02:42,638.03
Vegan Pumpkin Pie Cheesecake,american,vegan,53.69,369.5,218.47,2022-10-16,20:13:07,641.66
Vegan Pumpkin Pie Ice Cream,american,vegan,16.63,173.09,43.5,2022-10-16,20:06:11,233.22
Vegan Pumpkin Pie Squares with Gluten-Free Graham Cracker Crust recipes,american,vegan,12.97,240.28,95.85,2022-10-16,20:08:53,349.1
Vegan Pumpkin Pie With Rustic Spelt Crust,american,vegan,50.19,470.24,154.08,2022-10-16,20:07:53,674.51
Vegan Pumpkin Pull-Apart Loaf,american,vegan,55.62,662.7,93.64,2022-10-16,20:02:42,811.96
Vegan Queso,american,vegan,48.815,67.96,67.92,2022-10-16,20:03:37,184.7
Vegan Quinoa Lentil Curry Burger,american,vegan,40.15,136.6,18.22,2022-10-16,20:03:03,194.97
"Vegan Quinoa, Broccoli, and Kale Curry Recipe",american,vegan,42.54,161.71,55.0,2022-10-16,20:07:32,259.25
Vegan Quinoa-Cranberry Stuffed Acorn Squash,american,vegan,45.69,339.78,67.84,2022-10-16,20:07:26,453.31
Vegan Quinoa-Stuffed Grilled Zucchini recipes,american,vegan,36.15,107.22,72.8,2022-10-16,20:07:26,216.17
Vegan Ranch Dressing,american,paleo,17.1,26.49,77.37,2022-10-16,17:24:40,120.96
Vegan Ranch Dressing,american,vegan,4.9,13.07,93.73,2022-10-16,20:13:00,111.7
Vegan Raw Plantain Salad,american,vegan,8.8,139.47,2.19,2022-10-16,20:05:17,150.46
Vegan Rice Krispie Squares,american,vegan,9.04,118.65,35.72,2022-10-16,20:12:53,163.41
Vegan Rice Pudding,british,vegan,27.49,328.04,84.0,2022-10-16,20:04:17,439.53
Vegan Roasted Sweet Potato Quesadillas,mexican,dash,77.95,361.1,76.6,2022-10-16,20:30:43,515.65
Vegan Roasted Sweet Potato Quesadillas,mexican,vegan,77.95,361.1,76.6,2022-10-16,20:06:18,515.65
Vegan Roasted Vegetable Quinoa Bowl with Creamy Green Sauce,american,vegan,56.14,170.34,81.83,2022-10-16,20:08:06,308.31
Vegan Root Beer Coconut Ice Cream,american,vegan,12.15,177.57,91.47,2022-10-16,20:03:37,281.19
Vegan Russian Dressing,american,vegan,28.43,199.03,78.89,2022-10-16,20:13:13,306.35
Vegan S'mores,american,vegan,6.55,59.48,27.17,2022-10-16,20:12:53,93.2
Vegan Sabzi Polow,american,vegan,80.49,533.39,49.0,2022-10-16,20:13:27,662.88
Vegan Saffron Risotto,american,vegan,72.96,427.95,33.85,2022-10-16,20:04:50,534.76
Vegan Saffron-Almond Rice Pudding Recipe,british,vegan,42.64,336.11,40.95,2022-10-16,20:07:05,419.7
Vegan Salad Nicoise,american,vegan,74.16,120.17,380.98,2022-10-16,20:04:24,575.31
Vegan Salty Peanut Butter Ice Cream Recipe,american,vegan,79.44,310.67,351.96,2022-10-16,20:07:19,742.07
"Vegan Sausage, Kale and Cauliflower Potpie",american,vegan,149.81,395.9,150.42,2022-10-16,20:03:17,696.13
"Vegan Sausage, Kale, Dijon & Sesame Ba",american,vegan,32.25,64.16,22.55,2022-10-16,20:13:13,118.96
Vegan Scalloped Potatoes,american,vegan,49.49,249.055,69.44,2022-10-16,20:04:10,367.98
Vegan Scallops,american,vegan,31.9,66.68,13.49,2022-10-16,20:02:42,112.07
Vegan Scallops with King Oyster Mushrooms,american,vegan,16.08,37.24,86.97,2022-10-16,20:13:27,140.29
Vegan Seafood Spelt Pasta,american,mediterranean,54.91,264.71,49.65,2022-10-16,16:46:24,369.27
Vegan Seafood Spelt Pasta,american,vegan,54.91,264.71,49.65,2022-10-16,20:05:24,369.27
Vegan Seared Pepper Tacos With Pintos And Avocado Crema,american,vegan,25.68,158.11,103.65,2022-10-16,20:08:26,287.44
Vegan Seitan and Mushroom Ragù Bolognese Recipe,american,vegan,132.82,110.63,99.64,2022-10-16,20:07:32,343.09
Vegan Sesame Grill,american,vegan,12.67,77.56,12.17,2022-10-16,20:04:24,102.4
Vegan Sesame Strugglaire’s Shortbread,american,vegan,55.94,468.46,400.53,2022-10-16,20:02:35,924.93
Vegan Shepherd's Pie,american,vegan,102.51,462.245,151.435,2022-10-16,20:03:03,716.19
Vegan Shepherd’s Pie with Gravy recipes,american,vegan,42.83,360.03,54.61,2022-10-16,20:07:32,457.47
Vegan Shiitake Miso Cleansing Soup recipes,american,vegan,39.68,202.63,9.48,2022-10-16,20:07:12,251.79
Vegan Slow-Cooker Sweet Potato Chili,american,vegan,65.82,224.74,32.78,2022-10-16,20:03:23,323.34
Vegan Snack Recipe: Toast with Hummus & Veggies,american,vegan,8.85,33.92,4.8,2022-10-16,20:07:46,47.57
Vegan Soft Serve Ice Cream recipes,american,vegan,7.04,90.76,3.39,2022-10-16,20:06:52,101.19
Vegan Sourdough Stuffing,american,vegan,64.61,290.67,54.0,2022-10-16,20:04:10,409.28
Vegan Southern-Style Collard Greens With Mushrooms Recipe,american,vegan,55.98,115.89,160.31,2022-10-16,20:07:53,332.18
Vegan Spaghetti,american,vegan,112.255,399.68500000000006,85.86,2022-10-16,20:12:53,597.8
Vegan Spaghetti alla Puttanesca,american,vegan,67.2,375.92,56.82,2022-10-16,20:04:50,499.94
Vegan Spice Cake,american,vegan,34.4,551.66,193.42,2022-10-16,20:13:34,779.48
Vegan Spiced Cashew Rice,american,vegan,45.72,211.44,86.92,2022-10-16,20:05:31,344.08
Vegan Spiced Pumpkin Pie Glo Bites,american,vegan,38.34,243.38,68.53,2022-10-16,20:03:17,350.25
Vegan Spinach Balls,american,vegan,76.78,159.24,103.72,2022-10-16,20:12:53,339.74
Vegan Spinach Pinwheels recipes,american,vegan,44.84,59.62,60.33,2022-10-16,20:13:34,164.79
Vegan Spinach and Artichoke Dip,american,vegan,51.29,101.78,127.63,2022-10-16,20:06:11,280.7
Vegan Spinach and Artichoke Dip Recipe,mediterranean,vegan,66.61,157.17,89.84,2022-10-16,20:03:23,313.62
Vegan Spinach and Hominy Enchiladas With Spicy Cashew Cream Recipe,american,vegan,95.94,460.5,120.71,2022-10-16,20:08:26,677.15
Vegan Spinach and Mushroom Lasagna,american,vegan,161.61,304.45,175.45,2022-10-16,20:02:42,641.51
Vegan Spring Risotto,italian,vegan,25.13,212.46,16.39,2022-10-16,20:04:17,253.98
Vegan Stovetop Lasagna,american,vegan,124.77,512.21,147.15,2022-10-16,20:02:29,784.13
Vegan Stovetop-Style Macaroni and Cheese Recipe,american,vegan,57.7,264.11,151.45,2022-10-16,20:07:12,473.26
Vegan Strawberry Freezer Pie,american,vegan,12.81,146.64,56.35,2022-10-16,20:13:07,215.8
Vegan Strawberry Ice Cream,american,vegan,5.79,222.43,5.76,2022-10-16,20:05:11,233.98
Vegan Stroganoff recipes,american,vegan,52.69,40.66,37.09,2022-10-16,20:02:35,130.44
Vegan Stuffed Squash with Brown Rice and Mushrooms recipes,american,vegan,70.59,564.75,78.83,2022-10-16,20:08:20,714.17
Vegan Stuffing,american,vegan,48.86,255.15,102.43,2022-10-16,20:12:53,406.44
Vegan Stuffing with Mushrooms and Leeks,american,vegan,66.77,281.85,107.09,2022-10-16,20:06:11,455.71
Vegan Summer Succotash,american,vegan,28.19,112.52,25.87,2022-10-16,20:04:30,166.58
Vegan Superfood Buddha Bowls,american,vegan,74.84,234.13,70.8,2022-10-16,20:05:04,379.77
Vegan Sushi,japanese,vegan,31.81,295.6,11.96,2022-10-16,20:03:44,339.37
Vegan Sushi Burger,japanese,vegan,24.23,198.01,32.0,2022-10-16,20:02:56,254.24
Vegan Sweet Noodle Kugel,asian,vegan,83.08,340.35,162.71,2022-10-16,20:13:20,586.14
Vegan Sweet Potato & Pear Soup,american,vegan,11.66,164.77,28.96,2022-10-16,20:03:10,205.39
Vegan Sweet Potato Biscuits,american,vegan,54.63,448.19,138.11,2022-10-16,20:03:03,640.93
Vegan Sweet Potato Casserole,american,vegan,36.04,307.12,110.7,2022-10-16,20:04:57,453.86
Vegan Sweet Potato Chili,american,vegan,44.2,231.63,39.97,2022-10-16,20:05:38,315.8
Vegan Sweet Potato Malai Kofta,american,vegan,36.9,128.0,128.65,2022-10-16,20:06:18,293.55
Vegan Sweet Potato and 2-Bean Chili With Hominy Recipe,american,vegan,135.92,583.76,59.5,2022-10-16,20:04:10,779.18
Vegan Sweet Potato and Pumpkin Pudding Cups,british,vegan,17.94,154.04,73.94,2022-10-16,20:07:19,245.92
Vegan Sweet Squash Soup,american,vegan,6.77,102.28,23.03,2022-10-16,20:05:31,132.08
Vegan Thai Cucumber Salad,south east asian,vegan,16.75,48.12,47.06,2022-10-16,20:05:44,111.93
Vegan Thai Summer Squash Vichyssoise,south east asian,vegan,44.26,154.44,61.48,2022-10-16,20:06:05,260.18
Vegan Thai curry,south east asian,vegan,81.25,376.16,143.38,2022-10-16,20:04:17,600.79
Vegan Thai green curry,south east asian,vegan,43.56,247.53,57.67,2022-10-16,20:03:10,348.76
Vegan Thanksgiving Sandwich,american,vegan,34.66,41.97,24.09,2022-10-16,20:12:53,100.72
Vegan Tikka Masala,american,vegan,106.33,309.79,144.92,2022-10-16,20:04:30,561.04
Vegan Tiramisu,american,vegan,5.78,30.64,40.05,2022-10-16,20:13:13,76.47
Vegan Tiramisu,italian,vegan,17.4,89.84,80.29,2022-10-16,20:13:07,187.53
Vegan Toasted Coconut And Pistachio Ice Cream,american,vegan,15.14,143.93,108.29,2022-10-16,20:07:26,267.36
Vegan Toffee Squares recipes,british,vegan,37.17,459.92,196.03,2022-10-16,20:13:07,693.12
Vegan Tofu Green Goddess Dressing,american,vegan,6.27,18.38,77.51,2022-10-16,20:06:18,102.16
Vegan Tofu and Spinach Scramble,american,vegan,70.95,39.43,62.98,2022-10-16,20:06:11,173.36
Vegan Vanilla Bean Coconut Milk Ice Cream,american,vegan,17.2,154.45,180.78,2022-10-16,20:07:26,352.43
Vegan Vanilla Cashew Cream,american,vegan,18.23,31.25,43.86,2022-10-16,20:05:24,93.34
Vegan Vanilla Ice Cream,american,vegan,21.365000000000002,111.53999999999999,121.135,2022-10-16,20:05:04,254.04
Vegan Vanilla Ice Cream recipes,american,vegan,25.52,107.14,61.4,2022-10-16,20:06:11,194.06
Vegan Vanilla Pudding recipes,british,vegan,3.6,162.64,33.81,2022-10-16,20:13:07,200.05
Vegan Vichysoisse,american,vegan,34.11,254.47,41.28,2022-10-16,20:03:50,329.86
Vegan Whipped Coconut Sweet Potatoes,american,vegan,7.42,82.5,24.29,2022-10-16,20:06:05,114.21
Vegan White Bean Chili,american,vegan,89.72,304.98,67.7,2022-10-16,20:05:44,462.4
Vegan White Peach Mug Cobbler With Cardamom,american,vegan,5.51,70.81,16.13,2022-10-16,20:02:49,92.45
Vegan Wild-Rice-Stuffed Butternut Squash,american,vegan,37.1,306.15,77.66,2022-10-16,20:07:32,420.91
Vegan Yorkshire puddings,british,vegan,28.33,194.44,41.45,2022-10-16,20:03:57,264.22
Vegan Zucchini kofta,american,vegan,37.62,152.18,196.5,2022-10-16,20:04:37,386.3
Vegan and Gluten-Free Fruit and Almond Shortbread Bars,american,vegan,31.11,463.9,275.34,2022-10-16,20:03:17,770.35
Vegan and Gluten-Free Gravy,american,vegan,29.69,49.33,16.42,2022-10-16,20:05:38,95.44
Vegan bean chilli fries,american,vegan,50.83,249.54,90.69,2022-10-16,20:05:31,391.06
Vegan bolognese,american,vegan,80.8,335.2,27.94,2022-10-16,20:02:49,443.94
Vegan brownies,french,vegan,56.1,486.28,195.65,2022-10-16,20:02:42,738.03
Vegan burritos,american,vegan,135.16,595.7,98.97,2022-10-16,20:03:44,829.83
Vegan cashew Parmesan,american,vegan,59.46,65.69,67.7,2022-10-16,20:03:57,192.85
Vegan cashew cream cheese,american,vegan,62.25,90.89,110.77,2022-10-16,20:04:44,263.91
Vegan chickpea curry jacket potatoes,american,vegan,76.95,355.52,41.04,2022-10-16,20:06:05,473.51
Vegan chocolate banana ice cream,american,vegan,1.61,27.46,0.63,2022-10-16,20:05:58,29.7
Vegan chocolate ice cream,american,vegan,34.96,284.85,220.65,2022-10-16,20:02:49,540.46
Vegan dal | Hidden veg red lentil dal,american,vegan,80.1,235.31,7.74,2022-10-16,20:07:46,323.15
Vegan fajitas,american,vegan,42.5,182.74,52.72,2022-10-16,20:03:44,277.96
Vegan fry-up,american,vegan,100.27,167.06,279.46,2022-10-16,20:02:49,546.79
Vegan kale pesto pasta,american,vegan,85.33,299.08,87.91,2022-10-16,20:04:50,472.32
Vegan katsu curry,american,vegan,79.46,265.89,116.58,2022-10-16,20:03:30,461.93
Vegan lasagne,american,vegan,169.83,604.54,100.68,2022-10-16,20:02:56,875.05
Vegan lemon cake,american,vegan,29.37,568.68,97.64,2022-10-16,20:04:04,695.69
Vegan lemon cheesecake,american,vegan,80.07,223.02,266.4,2022-10-16,20:04:04,569.49
Vegan lemon meringue pie,american,vegan,26.72,385.51,193.03,2022-10-16,20:04:57,605.26
Vegan mac 'n' cheese,american,vegan,120.58,520.01,162.1,2022-10-16,20:04:57,802.69
Vegan meatballs,american,vegan,55.2,233.31,79.82,2022-10-16,20:03:44,368.33
Vegan mince pies,american,vegan,71.56,727.39,268.62,2022-10-16,20:04:17,1067.57
Vegan moussaka,american,vegan,129.49,548.31,119.91,2022-10-16,20:02:56,797.71
Vegan nuggets,american,vegan,91.67,262.84,45.06,2022-10-16,20:03:44,399.57
Vegan pesto,american,vegan,25.51,22.8,172.61,2022-10-16,20:03:37,220.92
Vegan pie,american,vegan,102.33,552.11,240.21,2022-10-16,20:03:03,894.65
Vegan pizza Margherita,italian,vegan,113.8,391.09,97.24,2022-10-16,20:02:42,602.13
Vegan potato salad,american,vegan,21.37,121.44,48.19,2022-10-16,20:02:42,191.0
"Vegan raw corn, avocado and black bean salad",american,vegan,44.72,195.48,34.04,2022-10-16,20:08:13,274.24
